"cause","effect"
"ACVRL1","TGFBR2"
"ACVRL1","XIAP"
"ADA","GRB2"
"ADAM10","DLL1"
"ADAM10","SH3D19"
"ADAM10","TGFA"
"ADAM15","SH3GL2"
"ADAM17","MAD2L1"
"ADAM17","NOTCH1"
"ADAM17","PTPN3"
"ADAM17","SH3D19"
"ADAM17","TGFA"
"ADAM17","TNF"
"ADAM17","TNFSF11"
"ADAM19","NRG1"
"ADAM19","TNFSF11"
"ADAM23","RYR1"
"ADAM9","MAD2L2"
"ADAM9","PRKCD"
"ADAM9","SH3D19"
"ADAM9","SH3GLB1"
"ADAM9","SNX9"
"ADAMTS1","A2M"
"ADAMTS10","ANXA7"
"ADAMTS10","CDKN1A"
"ADAMTS10","TK1"
"ADAMTS4","FN1"
"ADAMTSL4","FHL3"
"ADAMTSL4","SORBS3"
"ADAP1","ANP32A"
"ADAP1","NCL"
"ADCY10","PTGIR"
"ADCY5","PRKCA"
"ADCY6","ATXN1"
"ADCY6","RAF1"
"ADCYAP1","MME"
"ADCYAP1R1","ADCYAP1"
"ADCYAP1R1","CALM1"
"ADD1","TK1"
"ADD2","PRKCD"
"ADIPOQ","CDH13"
"ADIPOR1","APPL1"
"ADM","CFH"
"ADM","EDN1"
"ADM","MME"
"ADORA1","ADA"
"ADORA1","GNAZ"
"ADORA1","GRM1"
"ADORA2A","ACTN3"
"ADORA2A","ADA"
"ADORA2A","CYTH2"
"ADORA2B","ADA"
"ADORA2B","DCC"
"ADORA2B","SLC9A3R2"
"ADRA1A","ABR"
"ADRA1A","ADRA1B"
"ADRA1A","FLNC"
"ADRA1A","PPP1R9B"
"ADRA1A","RGS2"
"ADRA1B","FLNC"
"ADRA1D","ADRA1A"
"ADRA1D","FLNC"
"ADRA1D","SNTA1"
"ADRA1D","SNTB2"
"ADRA1D","SNTG1"
"ADRA2A","EIF2B1"
"ADRA2A","GNAI2"
"ADRA2A","PRKCD"
"ADRA2A","YWHAZ"
"ADRA2B","GNAI2"
"ADRA2B","YWHAZ"
"ADRA2C","GNAO1"
"ADRA2C","YWHAZ"
"ADRB1","ADRA2A"
"ADRB1","DLG4"
"ADRB1","DLGAP2"
"ADRB1","GIPC1"
"ADRB1","GRB2"
"ADRB2","AKAP12"
"ADRB2","AKAP5"
"ADRB2","ARR3"
"ADRB2","ARRB1"
"ADRB2","CSK"
"ADRB2","EIF2B1"
"ADRB2","GNA11"
"ADRB2","GPRASP1"
"ADRB2","GRK5"
"ADRB2","IL1B"
"ADRB2","INSR"
"ADRB2","SLC9A3R1"
"ADRB2","SLC9A3R2"
"ADRB2","SRC"
"ADRB3","ADRB2"
"ADRB3","SRC"
"ADRBK1","AKAP12"
"ADRBK1","ARRB1"
"ADRBK1","CAPN2"
"ADRBK1","CSNK2B"
"ADRBK1","GIT1"
"ADRBK1","GIT2"
"ADRBK1","MAPK3"
"ADRBK1","PDC"
"ADRBK1","PDCL"
"ADRBK1","PDE6G"
"ADRBK1","PEBP1"
"ADRBK1","PRKCB"
"ADRBK1","PRKCG"
"ADRBK1","RPLP2"
"ADRBK1","SRC"
"ADRBK2","CXCR4"
"ADRBK2","GIT1"
"AES","GTF2E1"
"AES","HMGB1"
"AFAP1","PRKCB"
"AFAP1","PRKCD"
"AFAP1","PRKCE"
"AFAP1","PRKCZ"
"AFAP1","SRC"
"AFAP1L2","ATXN1L"
"AFF1","MLLT1"
"AFF1","MLLT3"
"AFF1","SIAH2"
"AFF4","CCNT1"
"AFF4","MLLT1"
"AFP","SGSM2"
"AFTPH","AP1G2"
"AFTPH","UBE3A"
"AGAP1","SMN1"
"AGAP1","TK1"
"AGAP2","HOMER2"
"AGFG1","EPS15"
"AGFG1","PIP4K2A"
"AGFG1","PKIA"
"AGFG1","XPO1"
"AGGF1","CCDC85B"
"AGK","PDLIM1"
"AGR2","BRD7"
"AGR2","CCDC90B"
"AGR2","MED31"
"AGR2","POM121"
"AGT","EWSR1"
"AGT","PRG2"
"AGTR1","ADRBK2"
"AGTR1","ARRB1"
"AGTR1","ARRB2"
"AGTR1","DNAJC14"
"AGTR1","EGFR"
"AGTR1","HRAS"
"AGTR1","JAK2"
"AGTR1","NOS3"
"AGTR1","PLCG1"
"AGTR1","RAB5A"
"AGTR1","THOP1"
"AGXT","SNCAIP"
"AHNAK","CDKN2A"
"AHR","ARNT"
"AHR","ARNTL"
"AHR","CCNT1"
"AHR","EP300"
"AHR","GTF2F2"
"AHR","NCOA1"
"AHR","NCOA2"
"AHR","NR2F1"
"AHR","RB1"
"AHR","SMARCA4"
"AHR","TAF4"
"AHSA1","GCH1"
"AHSG","RRAS2"
"AIF1","LCP1"
"AIP","TOMM20"
"AK5","RNF114"
"AKAP1","PRKAR2A"
"AKAP1","PRKAR2B"
"AKAP10","P4HB"
"AKAP10","PRKAR1A"
"AKAP10","PRKAR2A"
"AKAP10","PRKAR2B"
"AKAP10","VASP"
"AKAP11","GSK3B"
"AKAP11","PRKAR2B"
"AKAP12","FHL1"
"AKAP12","PRKAR2A"
"AKAP13","CTNNAL1"
"AKAP13","PRKAR2A"
"AKAP13","YWHAB"
"AKAP13","YWHAE"
"AKAP13","YWHAG"
"AKAP2","PRKAR2B"
"AKAP3","PRKAR2A"
"AKAP5","CALM1"
"AKAP5","IQGAP1"
"AKAP5","KCNJ2"
"AKAP5","PPP3CA"
"AKAP5","PRKAR2A"
"AKAP5","PRKAR2B"
"AKAP8","AES"
"AKAP8","TRIOBP"
"AKAP8L","CDC6"
"AKAP8L","DHX9"
"AKAP8L","KPNB1"
"AKAP8L","LBR"
"AKAP8L","PRPF40A"
"AKAP9","PKN1"
"AKAP9","PPP2R3A"
"AKAP9","TACC3"
"AKAP9","TRIP10"
"AKT1","AKT1S1"
"AKT1","AKTIP"
"AKT1","BAD"
"AKT1","BCL2L11"
"AKT1","BRAF"
"AKT1","CAMKK1"
"AKT1","CASP9"
"AKT1","CDKN1A"
"AKT1","CHEK1"
"AKT1","CHUK"
"AKT1","DCTN1"
"AKT1","EP300"
"AKT1","GSK3B"
"AKT1","HIST2H2BE"
"AKT1","HSP90AB1"
"AKT1","HTT"
"AKT1","LCP1"
"AKT1","MAP3K11"
"AKT1","MAPK8IP1"
"AKT1","MAPKAPK2"
"AKT1","MDM2"
"AKT1","MDM4"
"AKT1","MTCP1"
"AKT1","PDE3B"
"AKT1","PFKFB2"
"AKT1","PKN2"
"AKT1","PRKDC"
"AKT1","RAB3D"
"AKT1","RAF1"
"AKT1","TRIB3"
"AKT1","TSC2"
"AKT1","WNK1"
"AKT1","YAP1"
"AKT1S1","TCEA2"
"AKT1S1","YWHAG"
"AKT2","AKT1"
"AKT2","AKT1S1"
"AKT2","BCL2A1"
"AKT2","GSK3B"
"AKT2","HSP90AA1"
"AKT2","MTCP1"
"AKT2","SLC2A4"
"AKT2","TSC2"
"AKT3","PDPK1"
"ALAS1","STAMBP"
"ALB","CRYAA"
"ALB","IMMT"
"ALB","LUC7L2"
"ALB","TK1"
"ALB","YWHAG"
"ALDH2","HSPE1"
"ALDH2","IGSF21"
"ALDOA","DYNLL1"
"ALDOA","XRN1"
"ALG13","ATXN1L"
"ALK","JAK3"
"ALK","PLCG1"
"ALK","PTN"
"ALK","PTPRZ1"
"ALK","SHC3"
"ALOX12","LMNA"
"ALOX5","ACTB"
"ALS2CR11","CCDC85B"
"ALS2CR11","SSSCA1"
"ALS2CR11","TEX11"
"ALX1","ALX4"
"AMBP","ALB"
"AMBP","FN1"
"AMFR","CRMP1"
"AMFR","GPI"
"AMFR","TOM1L1"
"AMFR","UBE2D2"
"AMH","EGFR"
"AMHR2","AMH"
"AMHR2","TGFBR1"
"AMOTL2","KRT15"
"AMOTL2","MAGOHB"
"AMPH","CDK5"
"AMPH","CLTC"
"AMPH","DNM1"
"AMPH","MAPK6"
"AMPH","SH3GLB1"
"ANAPC10","CDC27"
"ANAPC7","AKAP1"
"ANG","ACTN2"
"ANGPT1","ANGPT2"
"ANGPT2","ANXA7"
"ANGPT2","CDKN1A"
"ANGPT2","CSNK2B"
"ANGPTL1","TEK"
"ANK1","NBPF3"
"ANK1","NFASC"
"ANK1","SLC4A1"
"ANK1","SLC4A3"
"ANK1","TIAM1"
"ANK2","DNAJB1"
"ANK2","L1CAM"
"ANK2","OBSCN"
"ANK2","SPTBN1"
"ANK3","HOOK1"
"ANK3","SCN2A"
"ANKRD11","HDAC4"
"ANKRD11","HDAC5"
"ANKRD24","PIP4K2C"
"ANKS1A","YWHAG"
"ANKS1B","LRP2"
"ANKZF1","AURKB"
"ANP32A","HAX1"
"ANP32A","SET"
"ANXA1","CCT7"
"ANXA1","COPS6"
"ANXA1","CSAD"
"ANXA1","FAF1"
"ANXA1","OTUB1"
"ANXA1","PRKCI"
"ANXA1","TGM2"
"ANXA1","UBE2D1"
"ANXA1","UNC119"
"ANXA11","PLSCR1"
"ANXA11","S100A6"
"ANXA11","SRI"
"ANXA13","NEDD4"
"ANXA2","CD99"
"ANXA2","LGALS13"
"ANXA2","S100A10"
"ANXA2","S100A4"
"ANXA2","S100A6"
"ANXA2","VCL"
"ANXA5","EED"
"ANXA6","CDC73"
"ANXA7","C14orf1"
"ANXA7","CCDC90B"
"ANXA7","CDK4"
"ANXA7","COPS6"
"ANXA7","CPNE2"
"ANXA7","CPSF3L"
"ANXA7","DDAH2"
"ANXA7","FBN3"
"ANXA7","INPP5K"
"ANXA7","MED31"
"ANXA7","MSH2"
"ANXA7","OTUB1"
"ANXA7","PDHB"
"ANXA7","PLD3"
"ANXA7","RBBP4"
"ANXA7","RPL13"
"ANXA7","TAF5L"
"ANXA7","UBE2D1"
"ANXA7","USP4"
"ANXA7","VIM"
"ANXA7","WDR73"
"AP1B1","ATM"
"AP1G1","AFTPH"
"AP1G1","RABGEF1"
"AP1G2","ATXN1L"
"AP1G2","XRN1"
"AP1M1","AP2B1"
"AP1M1","DVL2"
"AP1M1","EHD2"
"AP1M1","FXR2"
"AP1M1","GAK"
"AP1M1","HNRNPC"
"AP1M1","LAMP1"
"AP1M1","LDOC1"
"AP1M1","TIFA"
"AP1M1","VAMP4"
"AP1M2","AP1S1"
"AP1M2","AP2B1"
"AP1M2","GAK"
"AP1S1","AP1G2"
"AP1S1","AP2A2"
"AP1S2","AP1G2"
"AP2A1","BIN1"
"AP2A1","CLINT1"
"AP2A1","EPN1"
"AP2A1","EPS15"
"AP2A1","HIP1"
"AP2A1","PICALM"
"AP2A1","RIT1"
"AP2A1","SYT3"
"AP2A2","HTT"
"AP2B1","AP2A2"
"AP2B1","AP2M1"
"AP2B1","ATM"
"AP2B1","FAM46C"
"AP2B1","HIP1"
"AP2B1","MLH1"
"AP2B1","NECAP2"
"AP2B1","NUP54"
"AP2B1","POM121"
"AP2B1","TERF2IP"
"AP2B1","TUBGCP4"
"AP2M1","ATXN1L"
"AP2M1","MEGF10"
"AP2M1","RTDR1"
"AP2M1","TBC1D5"
"AP3B1","ARF1"
"AP3B1","CLTC"
"AP3B1","CSNK1A1"
"AP3B1","PTRF"
"AP3B1","XPOT"
"AP4M1","ARF1"
"AP4M1","TGOLN2"
"APAF1","AVEN"
"APAF1","CASP3"
"APAF1","HSPA1A"
"APAF1","NLRP1"
"APBA1","APP"
"APBA1","CCS"
"APBA1","LIN7B"
"APBA1","NOTCH1"
"APBA1","STX1A"
"APBA1","STXBP1"
"APBA2","STXBP1"
"APBA3","BCR"
"APBB1","ATXN1"
"APBB1","CLSTN1"
"APBB1IP","PFN1"
"APBB1IP","VASP"
"APBB3","APLP2"
"APC","CSNK1E"
"APC","CTBP1"
"APC","SIAH1"
"APCS","C4BPA"
"APCS","COL4A1"
"APCS","CRP"
"APEH","TMEM62"
"APEX1","ANP32A"
"APEX1","EP300"
"APEX1","HDAC1"
"APEX1","HMGB2"
"APEX1","PCNA"
"APEX1","SET"
"APEX1","UBE2I"
"APEX2","CALCOCO2"
"APEX2","CCDC85B"
"APEX2","PCNA"
"APIP","LNX1"
"APLP1","CDK4"
"APLP1","CDKN1A"
"APLP1","CDKN2C"
"APLP1","ING5"
"APLP1","NACA"
"APLP1","SETDB1"
"APLP1","VIM"
"APLP2","APBB2"
"APOA1","ABCA1"
"APOA1","APOA1BP"
"APOA1","ATP5B"
"APOA1","CETP"
"APOA1","HPR"
"APOA1","MAP7D1"
"APOA1","MAPK6"
"APOA1","PCMT1"
"APOA1","TOMM20"
"APOA1","TTR"
"APOA1BP","MAPK6"
"APOA2","APOD"
"APOB","BGN"
"APOB","HSP90AA1"
"APOB","HSP90B1"
"APOB","HSPA1A"
"APOB","PDIA4"
"APOB","PPIB"
"APOB","SEC61B"
"APOBEC1","KPNA2"
"APOE","A2M"
"APOE","APP"
"APOE","CNTF"
"APOE","CTSB"
"APOE","LRP1"
"APOE","LRP2"
"APOE","MAP2"
"APOE","MAPT"
"APOE","NEFM"
"APOE","PLTP"
"APOH","LPA"
"APOH","PLG"
"APP","ABL1"
"APP","APBA2"
"APP","APBA3"
"APP","APBB2"
"APP","APBB3"
"APP","BACE1"
"APP","BGN"
"APP","CAV1"
"APP","CDK5"
"APP","COL4A2"
"APP","FBLN1"
"APP","FLOT1"
"APP","GRB2"
"APP","GSK3B"
"APP","GSN"
"APP","HMOX2"
"APP","HSD17B10"
"APP","HSPG2"
"APP","HTRA2"
"APP","IDE"
"APP","MAPK8IP1"
"APP","NAE1"
"APP","NF1"
"APP","NID1"
"APP","NUMB"
"APP","NUMBL"
"APP","PSEN2"
"APP","SHC1"
"APP","SNCA"
"APP","TP53BP2"
"APPBP2","CHMP5"
"APPBP2","MFSD3"
"APPL1","AKT1"
"APPL1","APPL2"
"APPL1","DCC"
"APPL1","FSHR"
"APPL1","PIK3CA"
"APPL1","RAB5A"
"APPL1","RBBP7"
"APTX","MAPKBP1"
"APTX","XRCC1"
"APTX","XRCC4"
"AQP1","CCDC85B"
"AQP1","EFEMP2"
"AQP1","KCTD17"
"AQP1","MDFI"
"AQP1","TRIP6"
"AR","AES"
"AR","ATF2"
"AR","CCND1"
"AR","CCNH"
"AR","CDC37"
"AR","CDK7"
"AR","CREBBP"
"AR","EP300"
"AR","ETV5"
"AR","FOXA1"
"AR","FOXO1"
"AR","GTF2F2"
"AR","GTF2H1"
"AR","HDAC1"
"AR","HMGB1"
"AR","KAT2B"
"AR","MED1"
"AR","MED14"
"AR","MYBBP1A"
"AR","NCOA1"
"AR","NCOA2"
"AR","NCOA3"
"AR","NCOA4"
"AR","NCOR1"
"AR","NCOR2"
"AR","NFKB1"
"AR","NR0B1"
"AR","NR5A1"
"AR","NRIP1"
"AR","NSD1"
"AR","PIAS1"
"AR","PIAS2"
"AR","PIAS3"
"AR","PIAS4"
"AR","PNRC2"
"AR","POU2F1"
"AR","POU5F1"
"AR","PQBP1"
"AR","RB1"
"AR","RBAK"
"AR","RELA"
"AR","RNF14"
"AR","RNF4"
"AR","RUNX1"
"AR","RUNX2"
"AR","SART3"
"AR","SMAD1"
"AR","SMAD3"
"AR","SP1"
"AR","SPDEF"
"AR","SRY"
"AR","SUMO1"
"AR","TCF4"
"AR","TGIF1"
"AR","TMF1"
"AR","TRIM24"
"AR","TRIP4"
"AR","UBE2I"
"AR","UBE3A"
"ARAF","YWHAG"
"ARAP1","ARIH2"
"ARAP1","ARPC3"
"ARAP1","XRCC6"
"ARF1","AP1G1"
"ARF1","ARFGAP1"
"ARF1","ARFIP1"
"ARF1","ARHGAP21"
"ARF1","COPE"
"ARF1","CYTH2"
"ARF1","GOSR2"
"ARF1","INSR"
"ARF1","MDM4"
"ARF1","PICK1"
"ARF1","PLD1"
"ARF1","RALA"
"ARF3","ARFIP2"
"ARF6","AP1B1"
"ARF6","AP3B1"
"ARF6","ARFIP2"
"ARF6","ARRB2"
"ARF6","ASAP2"
"ARF6","CYTH2"
"ARF6","EXOC5"
"ARF6","PIP5K1A"
"ARF6","PIP5K1C"
"ARFGAP1","CSNK1D"
"ARFGAP1","MAP1LC3B"
"ARFGAP1","SMN1"
"ARFGAP1","TK1"
"ARFGEF2","ARFGEF1"
"ARFGEF2","PRPF40A"
"ARFIP1","SLC2A4"
"ARHGAP1","BNIPL"
"ARHGAP1","CDC42"
"ARHGAP1","EPB41L1"
"ARHGAP1","HMGCR"
"ARHGAP1","HSP90AB1"
"ARHGAP1","ITPR1"
"ARHGAP1","PIK3R1"
"ARHGAP1","PTPN11"
"ARHGAP1","RASA1"
"ARHGAP1","RHOA"
"ARHGAP1","RHOC"
"ARHGAP1","TUBA4A"
"ARHGAP15","TGFBR1"
"ARHGAP26","PKN1"
"ARHGAP29","MAGEA11"
"ARHGAP5","PRKAR2A"
"ARHGAP5","PRKAR2B"
"ARHGAP5","PTPN18"
"ARHGAP5","RASA1"
"ARHGAP5","SMURF2"
"ARHGAP8","BNIP2"
"ARHGAP9","RBPMS"
"ARHGDIA","CBX5"
"ARHGDIA","TRIM13"
"ARHGDIB","CDC42"
"ARHGDIB","EZR"
"ARHGDIB","RAC2"
"ARHGDIB","RAC3"
"ARHGDIB","RHOH"
"ARHGDIB","VAV1"
"ARHGEF1","CSNK1E"
"ARHGEF1","IVNS1ABP"
"ARHGEF1","MYO18A"
"ARHGEF1","TRIM8"
"ARHGEF11","ABCA1"
"ARHGEF11","GNA12"
"ARHGEF11","GNA13"
"ARHGEF11","MAP1B"
"ARHGEF11","PLXNB3"
"ARHGEF12","ABCA1"
"ARHGEF12","CD44"
"ARHGEF12","GNA12"
"ARHGEF12","GNA13"
"ARHGEF12","IGF1R"
"ARHGEF12","RHOA"
"ARHGEF18","RHOA"
"ARHGEF2","PAK1"
"ARHGEF2","YWHAE"
"ARHGEF2","YWHAG"
"ARHGEF6","CDC42"
"ARHGEF6","PAK1"
"ARHGEF6","PAK3"
"ARHGEF6","TGFBR1"
"ARHGEF6","TMEM108"
"ARHGEF6","YWHAG"
"ARHGEF7","ARHGEF6"
"ARHGEF7","CBLB"
"ARHGEF7","CDC42"
"ARHGEF7","GIT2"
"ARHGEF7","PAK1"
"ARHGEF7","PAK3"
"ARHGEF7","PPM1F"
"ARHGEF7","YWHAG"
"ARID2","SMARCE1"
"ARID3A","E2F1"
"ARID3A","E2F2"
"ARID3A","UBE2E3"
"ARID4A","HDAC2"
"ARID4A","SIN3A"
"ARIH1","UBE2L3"
"ARIH2","CBR3"
"ARIH2","UBE2L3"
"ARL15","CCDC90B"
"ARL15","GAPDH"
"ARL15","GRIPAP1"
"ARL15","RPL8"
"ARL15","UBR1"
"ARL15","UNC119"
"ARL2","UNC119"
"ARL3","TLE1"
"ARL4D","EML4"
"ARL4D","SMURF1"
"ARL5A","CBX1"
"ARL5A","CBX5"
"ARL8B","ATP5J2"
"ARMCX3","CLTC"
"ARNT","AHR"
"ARNT","ARNT2"
"ARNT","EP300"
"ARNT","EPAS1"
"ARNT","GTF2F2"
"ARNT","HIF1A"
"ARNT","NCOA1"
"ARNT","NCOA2"
"ARNT","SIM1"
"ARNT","TRIP11"
"ARNT","UBE2I"
"ARNT2","ARNT"
"ARNTL","AHR"
"ARNTL","BHLHE40"
"ARNTL","CLOCK"
"ARNTL","EPAS1"
"ARNTL","HIF1A"
"ARNTL","HLF"
"ARNTL","NPAS2"
"ARNTL","PER3"
"ARPC1B","ACTB"
"ARPC1B","PAK1"
"ARPC1B","WAS"
"ARPC3","CDKN2B"
"ARPC3","LTA4H"
"ARPC3","MAPK6"
"ARPC3","PRMT1"
"ARPC4","ARPC3"
"ARPC4","RNF130"
"ARPC5","MAPKAPK2"
"ARR3","CLTC"
"ARR3","DVL2"
"ARR3","GNMT"
"ARR3","MAP2K7"
"ARRB1","AP1B1"
"ARRB1","AP2B1"
"ARRB1","BMPR2"
"ARRB1","CD2AP"
"ARRB1","CHUK"
"ARRB1","CLTC"
"ARRB1","DNAJB6"
"ARRB1","GNMT"
"ARRB1","GNPAT"
"ARRB1","HAX1"
"ARRB1","HNRNPA1"
"ARRB1","MAPK3"
"ARRB1","MAPK9"
"ARRB1","MATN2"
"ARRB1","MDM2"
