"cause","effect"
"ACVR1","RHOJ"
"ACVR1","RPS27A"
"ACVR1","RRAS2"
"ACVR1","SOCS6"
"ACVR1","STX8"
"ACVR1","UBA52"
"ACVR1","UBE2E3"
"ACVR1B","ACVR1"
"ACVR1B","SNX1"
"ACVR1B","SNX2"
"ACVR1B","TGFBRAP1"
"ACVR1C","TDGF1"
"ACVR2A","MAGI2"
"ACVR2B","ACVR1B"
"ACVR2B","SNX1"
"ACVR2B","SNX2"
"ACVR2B","SNX6"
"ACVR2B","SYNJ2BP"
"ACVR2B","TGFBRAP1"
"ACVRL1","TGFB1"
"ACVRL1","TGFB3"
"ACVRL1","TGFBR2"
"ACVRL1","XIAP"
"ADAM10","SH3D19"
"ADAM10","TGFA"
"ADAM17","NOTCH1"
"ADAM17","PTPN3"
"ADAM17","SH3D19"
"ADAM17","TGFA"
"ADAM17","TNFSF11"
"ADAM19","TNFSF11"
"ADAM9","MAD2L2"
"ADAM9","SH3D19"
"ADAM9","SH3GLB1"
"ADAM9","SNX9"
"ADAMTS1","A2M"
"ADAMTS10","ANXA7"
"ADAMTS4","FN1"
"ADAMTS4","SERPINA3"
"ADAMTSL4","FHL3"
"ADAP1","ANP32A"
"ADCY10","PTGIR"
"ADCY5","PRKCA"
"ADCY6","ATXN1"
"ADCY6","RAF1"
"ADCYAP1","MME"
"ADCYAP1R1","ADCYAP1"
"ADCYAP1R1","CALM1"
"ADD2","ADD1"
"ADD2","PRKCD"
"ADM","CFH"
"ADM","EDN1"
"ADORA2A","DRD2"
"ADORA2B","SLC9A3R2"
"ADRA1A","FLNC"
"ADRA1D","FLNC"
"ADRB2","AKAP12"
"ADRB2","ARRB1"
"ADRB2","GPRASP1"
"ADRB2","GRB2"
"ADRB2","GRK5"
"ADRB2","SLC9A3R1"
"ADRBK1","GIT1"
"ADRBK1","MAPK3"
"ADRBK1","PDCL"
"ADRBK1","PDE6G"
"ADRBK1","RPLP2"
"AES","GTF2E1"
"AFAP1","PRKCE"
"AFAP1","PRKCZ"
"AFAP1L2","ATXN1L"
"AFF1","MLLT3"
"AFF4","CCNT1"
"AFF4","MLLT1"
"AFP","SGSM2"
"AFTPH","UBE3A"
"AGAP1","SMN1"
"AGAP2","HOMER2"
"AGFG1","EPS15"
"AGFG1","PIP4K2A"
"AGFG1","XPO1"
"AGGF1","CCDC85B"
"AGTR1","DNAJC14"
"AGTR2","ERBB3"
"AHNAK","CDKN2A"
"AHR","ARNT"
"AHR","ARNTL"
"AHR","CCNT1"
"AHR","EP300"
"AHR","NCOA1"
"AHR","NCOA2"
"AHR","NR2F1"
"AHR","RB1"
"AHR","SMARCA4"
"AHR","TAF4"
"AIF1","LCP1"
"AKAP1","PRKAR2A"
"AKAP10","P4HB"
"AKAP10","PRKAR1A"
"AKAP10","PRKAR2A"
"AKAP10","PRKAR2B"
"AKAP10","VASP"
"AKAP11","GSK3B"
"AKAP11","PRKAR2B"
"AKAP12","FHL1"
"AKAP12","PRKAR2A"
"AKAP13","CTNNAL1"
"AKAP13","PRKAR2A"
"AKAP13","YWHAB"
"AKAP13","YWHAG"
"AKAP13","YWHAZ"
"AKAP2","PRKAR2B"
"AKAP3","PRKAR2A"
"AKAP5","IQGAP1"
"AKAP5","PRKAR2A"
"AKAP8","TRIOBP"
"AKAP8L","DHX9"
"AKAP8L","KPNB1"
"AKAP8L","PRPF40A"
"AKAP9","PKN1"
"AKAP9","PPP2R3A"
"AKAP9","TRIP10"
"AKT1","CAMKK1"
"AKT1","DCTN1"
"AKT1","MAP3K11"
"AKT1","TSC2"
"AKT1S1","TCEA2"
"AKT1S1","YWHAG"
"AKT2","AKT1"
"AKT2","AKT1S1"
"AKT2","BCL2A1"
"AKT2","HSP90AA1"
"AKT2","RAB3D"
"AKT2","TSC2"
"AKT3","PDPK1"
"ALAS1","CDKN1A"
"ALAS1","RAP1B"
"ALB","TK1"
"ALDOA","DYNLL1"
"ALDOA","XRN1"
"ALG13","ATXN1L"
"ALK","IRS1"
"ALK","PTN"
"ALK","PTPRZ1"
"ALK","RASA1"
"ALOX12","LMNA"
"ALS2CR11","CCDC85B"
"ALS2CR11","SSSCA1"
"AMFR","CRMP1"
"AMFR","TOM1L1"
"AMFR","UBE2D2"
"AMFR","VCP"
"AMOTL2","KRT15"
"AMOTL2","MAD1L1"
"AMPH","DNM1"
"ANAPC10","CDC27"
"ANGPT1","ANGPT2"
"ANGPT2","CDKN1A"
"ANGPT2","CSNK2B"
"ANGPTL1","TEK"
"ANK2","SPTBN1"
"ANK3","HOOK1"
"ANK3","SCN2A"
"ANKRD11","HDAC4"
"ANKRD24","PIP4K2C"
"ANKS1B","LRP2"
"ANKZF1","AURKB"
"ANP32A","SET"
"ANXA1","COPS6"
"ANXA1","GAPDH"
"ANXA1","OTUB1"
"ANXA1","UBE2D1"
"ANXA1","UNC119"
"ANXA11","PLSCR1"
"ANXA11","S100A6"
"ANXA11","SRI"
"ANXA2","CD99"
"ANXA2","LGALS13"
"ANXA2","S100A10"
"ANXA2","S100A4"
"ANXA2","S100A6"
"ANXA7","CCDC90B"
"ANXA7","COPS6"
"ANXA7","CPSF3L"
"ANXA7","DDAH2"
"ANXA7","MED31"
"ANXA7","MSH2"
"ANXA7","OTUB1"
"ANXA7","PDHB"
"ANXA7","PLD3"
"ANXA7","RBBP4"
"ANXA7","RPL13"
"ANXA7","TAF5L"
"ANXA7","UBE2D1"
"ANXA7","USP4"
"ANXA7","VIM"
"AP1G1","AFTPH"
"AP1G1","RABGEF1"
"AP1G2","ATXN1L"
"AP1G2","XRN1"
"AP1M1","AP2B1"
"AP1M1","GAK"
"AP1M1","HNRNPC"
"AP1M1","LDOC1"
"AP1M1","VAMP4"
"AP1M2","AP1M1"
"AP1M2","AP1S1"
"AP1M2","GAK"
"AP1M2","TGOLN2"
"AP1S1","AP1G2"
"AP1S1","AP2A2"
"AP1S2","AP1G2"
"AP2A1","EPN1"
"AP2A1","EPS15"
"AP2A1","PICALM"
"AP2A1","RIT1"
"AP2B1","ATM"
"AP2B1","HIP1"
"AP2B1","MLH1"
"AP2B1","NECAP2"
"AP2B1","NUP54"
"AP2B1","POM121"
"AP2B1","SMURF1"
"AP2B1","TUBGCP4"
"AP2M1","AQP4"
"AP2M1","ATXN1L"
"AP2M1","MEGF10"
"AP2M1","TBC1D5"
"AP3B1","CLTC"
"AP3B1","CSNK1A1"
"AP3B1","XPOT"
"AP4M1","ARF1"
"AP4M1","TGOLN2"
"APAF1","AVEN"
"APAF1","CASP3"
"APAF1","NLRP1"
"APBA1","APP"
"APBA1","CCS"
"APBA1","LIN7B"
"APBA1","NOTCH1"
"APBA1","STX1A"
"APBA1","STXBP1"
"APBB2","SMURF1"
"APC","CTBP1"
"APC","SIAH1"
"APEX1","ANP32A"
"APEX1","HDAC1"
"APEX1","UBE2I"
"APIP","LNX1"
"APOA1","ABCA1"
"APOA1","APOA1BP"
"APOA1","HPR"
"APOA1","MAPK6"
"APOA1BP","MAPK6"
"APOB","PDIA4"
"APOB","PPIB"
"APOB","SEC61B"
"APOE","APP"
"APOE","CNTF"
"APOE","CTSB"
"APOE","LRP2"
"APOE","MAP2"
"APOE","MAPT"
"APOE","PLTP"
"APOH","LPA"
"APOH","PLG"
"APP","ABL1"
"APP","APBA3"
"APP","APBB2"
"APP","APPBP2"
"APP","BACE1"
"APP","BGN"
"APP","CAV1"
"APP","CDK5"
"APP","FLOT1"
"APP","GAPDH"
"APP","GSK3B"
"APP","HMOX2"
"APP","HSD17B10"
"APP","HTRA2"
"APP","IDE"
"APP","ITM2B"
"APP","NF1"
"APP","NID1"
"APP","NUMB"
"APP","PSEN1"
"APP","PSEN2"
"APP","SNCA"
"APP","TP53BP2"
"APPBP2","CHMP5"
"APPBP2","MFSD3"
"APPL1","APPL2"
"APPL1","FSHR"
"APPL1","PIK3CA"
"APPL1","RAB5A"
"APPL1","RBBP7"
"APTX","MAPKBP1"
"APTX","XRCC4"
"AR","AES"
"AR","ATF2"
"AR","CDC37"
"AR","CREBBP"
"AR","EP300"
"AR","FOXA1"
"AR","FOXO1"
"AR","GTF2F1"
"AR","GTF2F2"
"AR","GTF2H1"
"AR","KAT2B"
"AR","MED1"
"AR","MED14"
"AR","NCOA1"
"AR","NCOA2"
"AR","NCOA3"
"AR","NCOA4"
"AR","NCOR1"
"AR","NCOR2"
"AR","NFKB1"
"AR","NR0B1"
"AR","NRIP1"
"AR","NSD1"
"AR","PIAS1"
"AR","PIAS2"
"AR","PIAS4"
"AR","PNRC2"
"AR","PQBP1"
"AR","PRPF6"
"AR","RB1"
"AR","RBAK"
"AR","RNF14"
"AR","RNF4"
"AR","RUNX1"
"AR","SART3"
"AR","SMAD1"
"AR","SMAD3"
"AR","SP1"
"AR","SRY"
"AR","SUMO1"
"AR","TCF4"
"AR","TMF1"
"AR","TRIM24"
"AR","UBE2I"
"AR","UBE3A"
"ARAF","YWHAG"
"ARF1","ARFGAP1"
"ARF1","ARFIP2"
"ARF1","ARHGAP21"
"ARF1","COPE"
"ARF1","CYTH2"
"ARF1","EEF1G"
"ARF1","PLD1"
"ARF6","AP3B1"
"ARF6","ASAP2"
"ARF6","EXOC5"
"ARF6","PIP5K1A"
"ARFGAP1","CSNK1D"
"ARFGAP1","MAP1LC3B"
"ARFGAP1","TK1"
"ARFGEF2","ARFGEF1"
"ARFGEF2","PRPF40A"
"ARFIP2","ITGB3BP"
"ARHGAP1","TUBA4A"
"ARHGAP15","SMURF1"
"ARHGAP26","PKN1"
"ARHGAP5","PRKAR2A"
"ARHGAP5","PRKAR2B"
"ARHGAP5","PTPN18"
"ARHGAP5","RASA1"
"ARHGAP5","SMURF2"
"ARHGDIA","CBX5"
"ARHGDIA","TRIM13"
"ARHGDIB","RAC2"
"ARHGDIB","RHOH"
"ARHGDIB","VAV1"
"ARHGEF1","CSNK1E"
"ARHGEF1","IVNS1ABP"
"ARHGEF1","TRIM8"
"ARHGEF11","ABCA1"
"ARHGEF11","GNA12"
"ARHGEF11","GNA13"
"ARHGEF11","MAP1A"
"ARHGEF11","MAP1B"
"ARHGEF12","ABCA1"
"ARHGEF12","CD44"
"ARHGEF12","GNA12"
"ARHGEF12","GNA13"
"ARHGEF12","IGF1R"
"ARHGEF15","C11orf49"
"ARHGEF2","RRAS2"
"ARHGEF6","PAK1"
"ARHGEF6","PAK3"
"ARHGEF6","YWHAG"
"ARHGEF7","ARHGEF6"
"ARHGEF7","CBLB"
"ARHGEF7","GIT2"
"ARHGEF7","PAK3"
"ARHGEF7","PPM1F"
"ARHGEF7","TUBB3"
"ARHGEF7","YWHAG"
"ARID2","SMARCE1"
"ARID3A","E2F1"
"ARID3A","E2F2"
"ARID3A","UBE2E3"
"ARID4A","HDAC2"
"ARID4A","SIN3A"
"ARL15","GAPDH"
"ARL15","GRIPAP1"
"ARL15","RPL8"
"ARL15","TUBB2B"
"ARL15","UBR1"
"ARL15","UNC119"
"ARL2","UNC119"
"ARL3","TLE1"
"ARL4D","EML4"
"ARL5A","CBX1"
"ARL5A","CBX5"
"ARL8B","ATP5J2"
"ARMCX3","CLTC"
"ARNT","AHR"
"ARNT","ARNT2"
"ARNT","EP300"
"ARNT","EPAS1"
"ARNT","GTF2F2"
"ARNT","HIF1A"
"ARNT","NCOA1"
"ARNT","NCOA2"
"ARNT","SIM1"
"ARNT","TRIP11"
"ARNT2","ARNT"
"ARNTL","AHR"
"ARNTL","CLOCK"
"ARNTL","EPAS1"
"ARNTL","HIF1A"
"ARNTL","NPAS2"
"ARPC1B","ACTB"
"ARPC1B","WAS"
"ARPC3","PRMT1"
"ARPC4","ARPC3"
"ARPC4","RNF130"
"ARRB1","MATN2"
"ARRB1","MYBPC1"
"ARRB2","AIP"
"ARRB2","AP1B1"
"ARRB2","AP2B1"
"ARRB2","CHUK"
"ARRB2","CLTC"
"ARRB2","CSNK2A1"
"ARRB2","HIPK3"
"ARRB2","MAPK1"
"ARRB2","MED8"
"ARRB2","RAF1"
"ASAP1","SH3KBP1"
"ASAP2","BIN1"
"ASAP2","SH3KBP1"
"ASCC2","SNRPB"
"ASCC2","TBC1D17"
"ASCC3","TRIP4"
"ASGR1","DHFR"
"ASGR1","HSP90AA1"
"ASGR1","HSP90B1"
"ASGR2","ASGR1"
"ASIP","F11R"
"ATF1","CREB1"
"ATF1","CREBBP"
"ATF1","GABPA"
"ATF1","GABPB1"
"ATF1","SPI1"
"ATF2","AR"
"ATF2","ATF7"
"ATF2","CEBPA"
"ATF2","CEBPG"
"ATF2","CREB5"
"ATF2","GTF2F2"
"ATF2","HMGA1"
"ATF2","JDP2"
"ATF2","RB1"
"ATF2","SMAD3"
"ATF2","UBE2I"
"ATF2","UTF1"
"ATF3","JUN"
"ATF3","JUNB"
"ATF3","JUND"
"ATF4","BATF"
"ATF4","CEBPB"
"ATF4","DDIT3"
"ATF4","GPS2"
"ATF4","GTF2F2"
"ATF5","CDC34"
"ATF7IP","ACTB"
"ATF7IP","DISC1"
"ATF7IP","GTF2E2"
"ATF7IP","GTF2F1"
"ATF7IP","GTF2H1"
"ATF7IP","LAMA4"
"ATF7IP","LUC7L2"
"ATF7IP","PAPPA2"
"ATF7IP","PCDH1"
"ATF7IP","PEX6"
"ATF7IP","PIAS3"
"ATF7IP","POLR2C"
"ATF7IP","POLR2D"
"ATF7IP","POLR2G"
"ATF7IP","QRICH1"
"ATF7IP","RPS3A"
"ATF7IP","SDK1"
"ATF7IP","SENP3"
"ATF7IP","SETDB1"
"ATF7IP","SPTBN1"
"ATF7IP","SVEP1"
"ATF7IP","TTC3"
"ATG12","ATG3"
"ATG12","ATG7"
"ATG12","MDFI"
"ATG3","GABARAPL2"
"ATG7","MAP1LC3B"
"ATM","EIF4EBP1"
"ATM","H2AFX"
"ATM","MDC1"
"ATM","MDM2"
"ATM","MDM4"
"ATM","MRE11A"
"ATM","NBN"
"ATM","PRKDC"
"ATM","RAD17"
"ATM","RAD9A"
"ATM","RBBP8"
"ATM","STK11"
"ATM","TOPBP1"
"ATM","TP53BP1"
"ATM","WRN"
"ATM","XRCC5"
"ATN1","AGRN"
"ATN1","ALG13"
"ATN1","CACNB1"
"ATN1","CBFA2T2"
"ATN1","CENPJ"
"ATN1","DMPK"
"ATN1","EFCAB4B"
"ATN1","LYST"
"ATN1","MEGF6"
"ATN1","MEGF8"
"ATN1","PSMA3"
"ATN1","RAD54L2"
"ATN1","RNF31"
"ATN1","SUMO2"
"ATN1","SYVN1"
"ATN1","TEP1"
"ATN1","USP54"
"ATP1A1","CFL1"
"ATP2A2","BCL2"
"ATP2B1","CSE1L"
"ATP2B1","MBIP"
"ATP2B1","SEC31A"
"ATP2B4","RASSF1"
"ATP5A1","ATP5C1"
"ATP5B","ANXA7"
"ATP5B","ATP5C1"
"ATP5B","CDK4"
"ATP5B","PDPK1"
"ATP5B","PSME3"
"ATP5B","RPP14"
"ATP5B","YWHAG"
"ATP5C1","MED15"
"ATP5C1","PJA1"
"ATP5J","MAPK6"
"ATP5J2","CCDC137"
"ATP5J2","HAP1"
"ATP5J2","ZFPL1"
"ATP6V0C","PDPK1"
"ATP6V1A","ANXA7"
"ATP6V1E1","ALDOA"
"ATP6V1E1","SOS1"
"ATP6V1E1","XRCC6"
"ATPIF1","GSK3B"
"ATR","CHD4"
"ATR","MSH2"
"ATR","NBN"
"ATR","TREX1"
"ATR","XPA"
"ATR","XRCC5"
"ATRX","HDAC4"
"ATXN1","ANKHD1"
"ATXN1","ATXN1L"
"ATXN1","ATXN2"
"ATXN1","CCNK"
"ATXN1","CDK6"
"ATXN1","DAZAP2"
"ATXN1","DCTN3"
"ATXN1","GSPT1"
"ATXN1","HPCAL1"
"ATXN1","IPO8"
"ATXN1","KLHL12"
"ATXN1","KLHL8"
"ATXN1","LDB1"
"ATXN1","POM121"
"ATXN1","PQBP1"
"ATXN1","PSMC3"
"ATXN1","PUM1"
"ATXN1","RAD54L2"
"ATXN1","SPEN"
"ATXN1","TBC1D5"
"ATXN1","TRIM32"
"ATXN1","UBE2I"
"ATXN1","USP7"
"ATXN1L","AES"
"ATXN1L","ANKHD1"
"ATXN1L","CBFA2T2"
"ATXN1L","CHD6"
"ATXN1L","CTBP1"
"ATXN1L","FUS"
"ATXN1L","GORASP2"
"ATXN1L","RAD54L2"
"ATXN1L","TRIP11"
"ATXN2","ATXN1"
"ATXN2","TDRD7"
"ATXN2","ZNRD1"
"ATXN3","ANXA7"
"ATXN3","MKNK1"
"ATXN3","PSMD7"
"ATXN3","RAD23A"
"ATXN3","TK1"
"ATXN7","CRX"
"ATXN7","TP53BP2"
"AUP1","RNF11"
"AURKA","CDC20"
"AURKA","CDC25B"
"AURKA","NME1"
"AURKA","PPP1CA"
"AURKB","HIST1H3A"
"AURKB","TACC1"
"AVEN","SMURF1"
"AVPR1A","PRKCA"
"AVPR2","ARRB2"
"AVPR2","C1QTNF1"
"AVPR2","GRK5"
"AXIN1","ANP32A"
"AXIN1","APC"
"AXIN1","CRMP1"
"AXIN1","CSNK1A1"
"AXIN1","CSNK1E"
"AXIN1","CTNNB1"
"AXIN1","DAB2"
"AXIN1","DVL1"
"AXIN1","DVL2"
"AXIN1","GAK"
"AXIN1","GSK3B"
"AXIN1","JUP"
"AXIN1","PIAS1"
"AXIN1","PPP2R5C"
"AXIN1","SH3GL1"
"AXL","CBL"
"AXL","PIK3R3"
"B2M","CD1B"
"B2M","HLA-A"
"B2M","VCL"
"BACE1","APP"
"BACE1","CSNK1D"
"BACE1","PSEN1"
"BAD","BCL2L1"
"BAD","EWSR1"
"BAD","MAPK8"
"BAD","PAK7"
"BAD","PPP1CA"
"BAD","SFN"
"BAD","WASF1"
"BAD","YWHAG"
"BAD","YWHAQ"
"BAG1","HSPA1A"
"BAG1","RB1"
"BAG3","HSPA1A"
"BAG4","BCL2"
"BAHD1","DVL3"
"BAI1","BAIAP2"
"BAI1","DLG4"
"BAIAP2","ATN1"
"BAIAP2","C14orf1"
"BAIAP2","CDC42"
"BAIAP2","DIAPH1"
"BAIAP2","NCKIPSD"
"BAIAP2","YWHAG"
"BAK1","ARHGDIA"
"BAK1","DBN1"
"BARD1","IKBKAP"
"BARD1","KBTBD7"
"BARD1","MDC1"
"BARD1","MSH2"
"BARD1","POLR2A"
"BARD1","RBBP8"
"BARD1","SETDB1"
"BARD1","TCERG1"
"BAX","BAK1"
"BAX","BCL2"
"BAX","BID"
"BAX","ERN1"
"BAX","MCL1"
"BAX","MOAP1"
"BAX","NOL3"
"BAX","SFN"
"BAX","SH3GLB1"
"BAX","YWHAQ"
"BBS10","FRZB"
"BBS10","MAP3K7"
"BBS10","MAPK6"
"BBS4","PCM1"
"BCAN","FBLN2"
"BCAP31","APP"
"BCAP31","CASP8"
"BCAP31","MYH10"
"BCAR1","CASP3"
"BCAR1","CD2AP"
"BCAR1","CSPG4"
"BCAR1","EFS"
"BCAR1","PKD1"
"BCAR1","PPP1R15A"
"BCAR1","TRIP6"
"BCCIP","FAM46A"
"BCL10","CARD11"
"BCL10","CARD9"
"BCL10","CHUK"
"BCL10","IKBKG"
"BCL10","MALT1"
"BCL10","MAP3K7"
"BCL10","PELI2"
"BCL10","RIPK2"
"BCL10","SOCS3"
"BCL10","UBE2N"
"BCL10","UBE2V2"
"BCL2","BID"
"BCL2","BNIP2"
"BCL2","CDK2"
"BCL2","MAPK1"
"BCL2","MAPK11"
"BCL2","MAPK14"
"BCL2","MAPK8"
"BCL2","PIN1"
"BCL2","TMBIM6"
"BCL2","TOMM20"
"BCL2A1","BAK1"
"BCL2A1","BID"
"BCL2L1","FBP1"
"BCL2L1","RAD9A"
"BCL2L11","BCL2"
"BCL2L11","MAPK8"
"BCL2L11","MAPK9"
"BCL3","NFKB2"
"BCL6","BCL6B"
"BCL6","EP300"
"BCL6","HDAC4"
"BCL6","NCOR1"
"BCL6","NCOR2"
"BCL6","RUNX1T1"
"BCL6","SIN3A"
"BCOR","HDAC4"
"BDKRB2","GNA11"
"BDKRB2","NOS3"
"BDKRB2","PTPN11"
"BDNF","MBTPS1"
"BDP1","RB1"
"BECN1","BCL2"
"BECN1","XPO1"
"BEGAIN","DTNB"
"BEGAIN","RBL1"
"BEGAIN","TRIM27"
"BEND5","CTNNBIP1"
"BEND5","USP2"
"BEND5","USP7"
"BEND7","EMD"
"BGN","COL4A2"
"BHLHE40","SETDB1"
"BICD2","NEK9"
"BID","BAK1"
"BID","CSNK1E"
"BID","CSNK2A1"
"BID","CSNK2B"
"BIN1","ATXN2"
"BIN1","DNM1"
"BIN1","RIN3"
"BIN1","SH3GLB1"
"BIRC2","CASP3"
"BIRC2","CASP7"
"BIRC2","DIABLO"
"BIRC2","GSPT1"
"BIRC2","HTRA2"
"BIRC2","IKBKG"
"BIRC2","JUP"
"BIRC2","RIPK2"
"BIRC2","TRADD"
"BIRC2","UBB"
"BIRC2","UBE2J1"
"BIRC3","CASP3"
"BIRC3","CASP7"
"BIRC5","AURKB"
"BIRC5","CDK4"
"BIRC6","DIABLO"
"BLK","FCGR2B"
"BLM","SUMO2"
"BLMH","RPL11"
"BLNK","LAT2"
"BLNK","NAP1L4"
"BMI1","PHC1"
"BMI1","RNF2"
"BMP1","CHRD"
"BMP1","COL1A1"
"BMP1","COL5A1"
"BMP1","COL7A1"
"BMP1","HSPG2"
"BMP1","LAMA3"
"BMP2","ACVR1"
"BMP2","BMPR2"
"BMPR1A","BMP5"
"BMPR1A","BMPR2"
"BMPR1A","GDF6"
"BMPR1A","SF3B4"
"BMPR1A","TGFBRAP1"
"BMPR1A","ZMYND11"
"BMPR1B","BMPR2"
"BMPR1B","CDK4"
"BMPR1B","NKIRAS1"
"BMPR1B","OXSR1"
"BMPR1B","PAK1"
"BMPR1B","PPP2CA"
"BMPR1B","RASL12"
"BMPR1B","RPS27A"
"BMPR1B","SOCS6"
"BMPR1B","TTC17"
"BMPR1B","UBA52"
"BMPR1B","UBXN1"
"BMPR1B","USP45"
"BMPR2","BMP6"
"BMPR2","CTBP1"
"BMPR2","GDF6"
"BMPR2","HNRNPR"
"BMPR2","LSM10"
"BMPR2","LSP1"
"BMPR2","MAP3K8"
"BMPR2","MAPK8"
"BMPR2","MOS"
"BMPR2","PDZRN3"
"BMPR2","PMPCA"
"BMPR2","RABGGTA"
"BMPR2","TOPBP1"
"BMX","ITK"
"BNIP1","BCL2"
"BNIP3","BCL2L1"
"BNIP3L","BCL2"
"BNIP3L","BNIP3"
"BNIP3L","GNB5"
"BNIP3L","KLHL23"
"BNIP3L","RINT1"
"BRAF","MAP2K1"
"BRAF","MAPK1"
"BRAF","YWHAB"
"BRAF","YWHAG"
"BRAF","YWHAQ"
"BRAP","CENPF"
"BRCA1","AR"
"BRCA1","ATF1"
"BRCA1","BRCA2"
"BRCA1","BRCC3"
"BRCA1","BRIP1"
"BRCA1","CCNA2"
"BRCA1","CCND1"
"BRCA1","CDK2"
"BRCA1","CREB1"
"BRCA1","CREBBP"
"BRCA1","CTBP1"
"BRCA1","DCLRE1C"
"BRCA1","DHX9"
"BRCA1","E2F1"
"BRCA1","E2F4"
"BRCA1","EP300"
"BRCA1","FAM175A"
"BRCA1","JUND"
"BRCA1","KPNA1"
"BRCA1","KPNA2"
"BRCA1","KPNA6"
"BRCA1","MED1"
"BRCA1","MED21"
"BRCA1","MLH1"
"BRCA1","MSH2"
"BRCA1","NBN"
"BRCA1","NFYA"
"BRCA1","POLR2A"
"BRCA1","POU2F1"
"BRCA1","RAD51"
"BRCA1","RB1"
"BRCA1","RBBP4"
"BRCA1","RBBP8"
"BRCA1","RFC1"
"BRCA1","SMAD2"
"BRCA1","SMAD4"
"BRCA1","SP1"
"BRCA1","TP53BP1"
"BRCA1","TRRAP"
"BRCA1","UBE2D3"
"BRCA1","YY1"
"BRCA2","C11orf30"
"BRCA2","KAT2B"
