,node,importance
84,CEBPB,0.0012550553879439221
85,hsa-miR-340-5p,0.0012367824424836498
86,MBD3,0.0012200443098217423
87,hsa-miR-331-5p,0.0011571218643560471
88,FOS,0.0011519249908941136
89,CTCF,0.0011336875143434517
90,HIF1A,0.0011130737572661602
91,hsa-miR-193b-5p,0.0010892799893079386
92,JUND,0.0010688935108942095
93,hsa-miR-128-1-5p,0.0010611506834599612
94,GATA1,0.0010313586705757009
95,ZBTB7A,0.0010137444311637974
96,MYB,0.000968176324768718
97,hsa-miR-29c-5p,0.0009503279502575021
98,hsa-miR-155-5p,0.0009441134853631864
99,CREB1,0.0009416747128672296
100,hsa-miR-192-5p,0.0009324868491896279
101,TCF12,0.0009140779643378095
102,hsa-miR-20b-5p,0.0008992407269182531
103,hsa-miR-101-3p,0.0008934395890072
104,hsa-miR-200a-5p,0.0008888387471125248
105,hsa-miR-362-5p,0.0008726236075185937
106,hsa-miR-378a-5p,0.0008650457397783587
107,hsa-miR-374a-5p,0.0008639700788529712
108,hsa-miR-18a-5p,0.0008603112224482314
109,hsa-miR-29b-1-5p,0.0008547688111326797
110,HEY1,0.0008544025027651939
111,hsa-miR-137,0.0008543763037650401
112,ELF1,0.0008539165669438506
113,hsa-miR-615-5p,0.0008521673375072471
114,E2F6,0.0008476340404233943
115,FLI1,0.0008274179098912502
116,MAX,0.0008256718107460154
117,BHLHE40,0.0008252459697573334
118,KLF1,0.0008057974315208992
119,MYC,0.0008026109688944243
120,TAF1,0.0007826087782699577
121,hsa-miR-520a-5p,0.0007801779601514738
122,ETS1,0.000757902711818453
123,hsa-miR-374b-5p,0.000752491916998725
124,EBF1,0.0007470758758663446
125,CBFB,0.0007389410587381058
126,hsa-miR-1271-5p,0.000730956205880866
127,hsa-miR-149-5p,0.0007187458902843909
128,hsa-miR-484,0.0007098189781789095
129,REST,0.0007074622976247415
130,hsa-miR-29a-5p,0.0006952823715301751
131,NR3C1,0.000690756469260625
132,CREBBP,0.0006876209776609918
133,hsa-miR-361-5p,0.0006854552827943351
134,hsa-miR-204-5p,0.0006818137385442098
135,TCF3,0.0006761930110330838
136,NUFIP2,0.0006632325486480541
137,EZH2,0.000657811079758862
138,TBP,0.000653945542378124
139,hsa-miR-519d-5p,0.0006524388711236926
140,hsa-miR-129-5p,0.0006518371559375806
141,hsa-miR-520e,0.0006513134632130083
142,TEAD4,0.0006484825462969163
143,hsa-miR-183-5p,0.0006401373251737166
144,CXXC1,0.0006392421667132346
145,hsa-miR-33a-5p,0.0006179223301517486
146,RUNX1T1,0.000602225591200142
147,hsa-miR-369-5p,0.0006015397580560258
148,hsa-miR-520d-5p,0.0005979658277261531
149,TCF4,0.0005969994872791568
150,hsa-miR-423-5p,0.0005945296617172312
151,hsa-miR-138-5p,0.000586742288275288
152,FYN,0.0005737340590660888
153,hsa-miR-375,0.0005675893777881048
154,hsa-miR-197-5p,0.0005620403544545924
155,hsa-miR-221-5p,0.0005578737643922059
156,YWHAZ,0.0005549850769634307
157,hsa-miR-212-5p,0.0005547991763544881
158,hsa-miR-377-5p,0.0005523713848027857
159,PRKCA,0.0005366574934462905
160,hsa-miR-33b-5p,0.0005352229042010428
161,hsa-miR-185-5p,0.0005305111273407114
162,hsa-miR-34a-5p,0.0005300931910437251
163,FN1,0.000529802810013534
164,SPI1,0.0005296482515415023
165,E2F4,0.0005269970837272423
166,NFYA,0.0005190827020348338
167,CCND1,0.0005165089774777198
168,FOXO1,0.0005147053384695945
169,RUNX3,0.0005129742748339833
170,hsa-miR-222-5p,0.0005125223100390828
171,hsa-miR-493-5p,0.0005108882541224974
172,TFAP2A,0.0005101179620172037
173,hsa-miR-126-5p,0.0005075504403791353
174,hsa-miR-143-5p,0.0005071506602033383
175,EGFR,0.0005063263911994347
176,hsa-miR-655-5p,0.0004955878515916951
177,hsa-miR-320b,0.0004950178830748871
178,hsa-miR-23c,0.000491981785946401
179,YWHAG,0.0004897375005268053
180,FOXP1,0.0004850678648244887
181,hsa-miR-219a-5p,0.00048348459029439627
182,ATXN1,0.000482874487530465
183,FRS2,0.0004821410754348136
184,hsa-miR-410-5p,0.0004820276062088018
185,hsa-miR-326,0.0004805437563561406
186,hsa-miR-140-5p,0.0004762489350345189
187,QKI,0.0004753240867790061
188,GATA2,0.00046844504104470735
189,hsa-miR-520c-5p,0.0004674785194714591
190,hsa-miR-31-5p,0.0004632849037552008
191,hsa-miR-381-5p,0.00045706733728867244
192,hsa-miR-152-5p,0.00045313922653875116
193,GTF2I,0.0004528318295024334
194,IL6ST,0.00045200082024548957
195,GABPA,0.0004501676691471122
196,BACH2,0.00044809178716105847
197,SRF,0.0004435838842585965
198,CBL,0.0004433620483847347
199,CLTC,0.0004423517034383761
200,ARNTL,0.0004418580902321195
201,hsa-miR-342-5p,0.0004413179366697682
202,hsa-miR-214-5p,0.0004410594520259051
203,FOSL2,0.00043520855764390715
204,MAPK1,0.0004321682491348565
205,BTG2,0.00042908387323156407
206,hsa-miR-425-5p,0.0004261648812146422
207,RPS6KA3,0.0004255933346216844
208,hsa-miR-877-5p,0.0004247612272475402
209,E2F3,0.0004236810424874178
210,EP300,0.00041881192548558704
211,TNPO1,0.0004171234367328064
212,hsa-miR-196b-5p,0.0004167317137990039
213,THBS1,0.0004164533146671715
214,hsa-miR-485-5p,0.00041536732889095135
215,hsa-miR-760,0.00041264612672272364
216,hsa-miR-135b-5p,0.00041149165860243636
217,NRF1,0.0004113005182018319
218,BNC2,0.00041075229162636917
219,CSNK1A1,0.00040910739106577695
220,AFF4,0.00040813007127430133
221,MMP16,0.00040718598810658436
222,hsa-miR-191-5p,0.0004062652954809149
223,KLF11,0.0004059532026455327
224,HIPK3,0.00040499354581354196
225,NR2F1,0.00040080005201454164
226,TFAP2C,0.000400642508042895
227,MAZ,0.0003961058768334104
228,hsa-miR-146b-5p,0.00039542009731925547
229,XPO1,0.0003947951009003911
230,SYNCRIP,0.0003942725740729299
231,ATF2,0.0003936968396885645
232,ZEB1,0.00039354409662928385
233,SFPQ,0.00039310044524180524
234,G3BP1,0.0003909930342761426
235,CDK6,0.0003908397734156189
236,hsa-miR-1-3p,0.0003901997209551329
237,CBX5,0.0003886585144937451
238,TRPS1,0.00038584417547556847
239,RXRA,0.0003841121084697023
240,hsa-miR-153-3p,0.0003840135212713032
241,SH3PXD2A,0.00038267600104767874
242,TEAD1,0.00038129103456781727
243,MDM2,0.0003772342732723328
244,UBE2W,0.0003750138128319043
245,AFF1,0.0003739723658681794
246,hsa-miR-495-5p,0.00037219721429329996
247,CACNA1C,0.00037112226301296204
248,hsa-miR-339-5p,0.0003706706984404499
249,hsa-miR-3648,0.0003698602778478935
250,BRCA1,0.00036981143890522635
251,XIAP,0.00036854122026147736
252,ACVR2A,0.00036807694008290286
253,SMAD3,0.0003674729506539575
254,HLF,0.0003649545921658523
255,ACVR2B,0.0003637029511674859
256,VCL,0.0003631237328725145
257,E2F2,0.00036311018042770065
258,hsa-miR-224-5p,0.0003630881925565452
259,CASP3,0.00036220658470987867
260,NUDT3,0.0003597061014568838
261,RORA,0.0003583564482864191
262,NFIC,0.00035750361999793224
263,CCNE2,0.0003568249105902122
264,FRMD6,0.00035579523858472734
265,POU2F1,0.000351466037541178
266,hsa-miR-34c-5p,0.00035103233102848553
267,TUBB,0.00035039715707760815
268,IGF1,0.00035018253727296347
269,TGOLN2,0.00034942305241783187
270,VAV3,0.00034902797786266553
271,CHD9,0.000348904525536704
272,TBPL1,0.0003487032372099299
273,THRA,0.0003470253587189083
274,USF1,0.0003465720752620507
275,PGR,0.00034641298990840225
276,hsa-miR-616-5p,0.00034594344398853645
277,hsa-let-7e-5p,0.0003457009656405934
278,PER2,0.00034529472810576725
279,TMBIM6,0.0003451148041277375
280,hsa-miR-548d-5p,0.000345043246156706
281,FZD9,0.00034390491791811724
282,PCNA,0.0003437700347857253
283,hsa-miR-6728-5p,0.00034234484008246606
284,LYN,0.0003422499208567378
285,PPARG,0.00034118950065271665
286,CAND1,0.00034105636221907164
287,SMURF2,0.00034084856418598183
288,STAT3,0.0003402834825180638
289,FOXA2,0.00034021049144542084
290,DAZAP2,0.00033854797439478244
291,PTEN,0.00033703376495409853
292,hsa-miR-449a,0.00033616002740850576
293,MARCKS,0.00033546667476642126
294,RYBP,0.0003333397602333484
295,NFIB,0.00033122319659814457
296,TAOK1,0.00033062831978130497
297,hsa-miR-139-5p,0.0003300366871772328
298,IGF1R,0.00032927158799955867
299,LBR,0.00032805443974572344
300,ITPR1,0.000326608649098898
301,NRBF2,0.00032580392187474104
302,GRIN2A,0.0003252927045524115
303,DNMT3A,0.0003243058835493273
304,hsa-miR-663a,0.00032387599322408696
305,NCKAP1,0.0003235841789480692
306,NCOA2,0.0003230143735023953
307,PDPK1,0.00032299200546748944
308,hsa-miR-543,0.00032254434729224425
309,GIGYF1,0.0003205394629735484
310,hsa-miR-3681-5p,0.00032006133258201424
311,RAPGEF2,0.0003188650297700962
312,MCC,0.00031830023156765696
313,ZBTB16,0.0003181027083423304
314,SOD2,0.00031787699996077464
315,FOXP2,0.00031747942629561774
316,BAZ2B,0.0003172650843751862
317,FOXM1,0.00031712594171769614
318,hsa-miR-1306-5p,0.00031561578293678316
319,hsa-miR-421,0.00031551393894882436
320,ZFPM2,0.0003147328898237413
321,PBX1,0.0003144201647051546
322,PFN2,0.00031397061478793573
323,SUV39H2,0.00031292654357020875
324,MAP3K2,0.0003125781535354812
325,WNK1,0.0003125302552455324
326,CHRM3,0.0003106328183649635
327,MAPK6,0.000310502939429417
328,MAFK,0.00030961155762942576
329,CDC25A,0.00030880484099169434
330,NCOA1,0.0003087747722376215
331,PIK3R1,0.00030873671640637774
332,HUWE1,0.00030769339879228673
333,hsa-miR-10a-5p,0.0003066555102512542
334,LPP,0.00030641773476522335
335,GSK3B,0.000305671106138077
336,RAB8B,0.0003055367541317838
337,WAC,0.00030512436983121534
338,PURB,0.00030488801249684743
339,TGFBR2,0.0003047417866437568
340,MAP1B,0.00030400372184344944
341,RPS6KA5,0.0003039884471015664
342,RORB,0.0003035439873599383
343,GAPDH,0.0003033330970556115
344,ATP2A2,0.00030204251136430933
345,RALGPS1,0.0003015766817809542
346,GATA6,0.0003006138760016241
347,ELK3,0.000300444474623727
348,hsa-miR-539-5p,0.0003003918312516903
349,CCND2,0.00030015764556593215
350,HSP90AA1,0.00029995069648050093
351,RALGPS2,0.0002997665004452324
352,KLF3,0.0002990589555558082
353,SMG1,0.0002974887905303837
354,TRIM3,0.0002972760230334184
355,TFDP2,0.00029671577423178607
356,STRN,0.0002959300565321346
357,RBPJ,0.00029590740054877913
358,NEK9,0.00029569489007670173
359,TLN1,0.00029535941772283264
360,POLR2A,0.0002937773581012923
361,TBL1XR1,0.0002934787241028908
362,SON,0.00029292021742048256
363,SMAD4,0.00029285936998950883
364,FXR1,0.0002928475065603207
365,EIF4G2,0.00029271190331031074
366,POLR2D,0.0002926815256849715
367,RAN,0.0002921526957584791
368,MAP4K4,0.0002918623477633251
369,JAK1,0.00029172092190459366
370,LAMC1,0.00029116547270555484
371,CCNA2,0.00029065804057105824
372,TIMP2,0.00029040909336636617
373,hsa-miR-744-5p,0.00028983661113953445
374,MAF,0.0002888032930444909
375,ELK4,0.00028858046737922536
376,DDX3X,0.0002868288287195205
377,RB1,0.0002858853863152755
378,ADAM10,0.00028574977837392685
379,ABCA1,0.0002851152903543775
380,SF3B3,0.0002846948884801214
381,ZNF512B,0.0002835617744818487
382,CA12,0.00028344233449441016
383,LNPEP,0.0002834128696162343
384,BAHD1,0.0002833270127500111
385,CDKN1A,0.0002824716824482611
386,TACC1,0.0002820472992149007
387,PARD6B,0.00028178829579693094
388,NFKB1,0.00028160855426477956
389,MCM3,0.0002813829992947872
390,ABL2,0.0002812233938067975
391,HECTD1,0.000281130696276667
392,ATF3,0.00028095271332963977
393,BCL6,0.00028022099122037826
394,DYNLL2,0.0002798966806476189
395,SHC1,0.00027898337160651667
396,MYLK,0.0002785017893587714
397,CLCN5,0.00027801496118498424
398,CALU,0.00027733035718258185
399,E2F5,0.0002772123602515943
400,PHIP,0.00027721035800383086
401,hsa-miR-939-5p,0.00027680940984273276
402,HIPK1,0.00027652046596187866
403,NFIA,0.0002761456998986695
404,SOX11,0.0002760628412014616
405,FOXF2,0.0002755716317597348
406,hsa-miR-940,0.0002753444099055299
407,PPP2R5E,0.0002752600182808567
408,hsa-miR-3662,0.0002742054986365022
409,MAP3K12,0.00027413010289142084
410,BMPR2,0.00027383105040806253
411,OTUD7B,0.0002738125253389477
412,hsa-miR-3614-5p,0.00027372739179037345
413,PMEPA1,0.00027335023508157254
414,XK,0.00027315593661691496
415,MET,0.00027281210168869245
416,UBAP2L,0.0002723551697007147
417,hsa-miR-3680-5p,0.000272168201307956
418,NF1,0.0002719822808047732
419,HIF1AN,0.00027141614935187794
420,BAZ2A,0.0002713241616717404
421,hsa-miR-6844,0.00027132134838087394
422,RRM2,0.0002709334758249991
423,ROBO2,0.000270929495118415
424,MEIS2,0.0002708217029642417
425,PRDM1,0.00027049194593259027
426,TP63,0.0002704784585826586
427,KPNA6,0.0002704018922558741
428,DLG5,0.0002702165235971328
429,ATF7IP,0.00026986151523426653
430,EEF2,0.0002697601682295503
431,KLHL3,0.0002696500874160938
432,ARFGEF1,0.000269365992731856
433,hsa-miR-4638-5p,0.0002692067542029693
434,EPHA7,0.00026919316195734715
435,PPP6C,0.0002689730187743601
436,UBE2V2,0.00026888784864340093
437,SMAD2,0.0002686741963706965
438,MEF2D,0.0002684305381953855
439,FMR1,0.00026830852518317384
440,MITF,0.00026825099011746446
441,hsa-miR-937-5p,0.0002680275507856111
442,NOLC1,0.0002678053941591297
443,PPFIA2,0.00026770904627325626
444,SMAD1,0.00026665733190234643
445,COL4A3BP,0.00026524089028602906
446,HSP90B1,0.00026517182066776326
447,hsa-miR-3619-5p,0.0002650488867599437
448,ASAP1,0.0002650129190674806
449,hsa-miR-636,0.00026471862481416687
450,SPRED1,0.00026462548004718944
451,CTNNB1,0.0002643409762748402
452,CSNK2A1,0.00026429877892914763
453,DUSP1,0.00026392515674134314
454,ZNF263,0.0002637513131524373
455,SMAD5,0.0002636828453155558
456,PTPRG,0.0002636515544468681
457,hsa-miR-542-5p,0.000263290990520134
458,PDGFRA,0.0002629073974179895
459,PLXNA1,0.00026260412124029254
460,PTPRD,0.000262393487092181
461,IPO5,0.00026234906172633465
462,KIF3B,0.0002622697250953665
463,FOSL1,0.00026164648088325404
464,HSPA8,0.0002615731289547567
465,CLOCK,0.0002615144260464301
466,ADNP,0.0002612393387354682
467,SH2B3,0.0002612275845133767
468,WIPF1,0.0002596788237439332
469,MKNK2,0.0002592440797255601
470,SERBP1,0.0002584162818395987
471,CRK,0.00025812539471726235
472,CFL2,0.0002581201014782172
473,KLF12,0.00025776925798201317
474,MEF2C,0.0002571998288746728
475,PRKCE,0.00025691918306773077
476,NOL4,0.0002569008188308506
477,hsa-miR-580-5p,0.00025669877927170855
478,KPNB1,0.0002566454533998276
479,PTPN4,0.0002565961074457595
480,BTBD3,0.0002563524898395939
481,hsa-miR-363-5p,0.0002563492054051083
482,MED8,0.0002563133713873994
483,FOXK2,0.00025620677845678876
484,BCL2,0.00025603988238152706
485,MATR3,0.00025586213807319143
486,AHR,0.0002554773978053747
487,POLR1B,0.00025521453023004983
488,SKI,0.0002551864968454112
489,TAOK2,0.00025481084812157905
490,HNRNPU,0.00025442638704065574
491,HBP1,0.00025398990022851173
492,ZMYND11,0.00025372851127903484
493,DACT1,0.00025327651314990606
494,RNF11,0.00025296776575220973
495,MIDN,0.00025281955583511664
496,DOCK3,0.0002527684503248016
497,STARD13,0.0002527203395664537
498,NOVA1,0.00025258216866714373
499,SETD7,0.00025239745793329937
500,hsa-miR-4677-5p,0.00025239319989364304
501,AGFG1,0.00025184245170492266
502,CD46,0.00025181989774977515
503,NUPL1,0.00025139002464588173
504,KDR,0.0002511038033337589
505,DYRK1A,0.0002504573645611244
506,TOB1,0.0002504088951375069
507,TNFRSF1B,0.00025039756063743174
508,SMAD7,0.0002500329665723954
509,FLNA,0.00024995955496735393
510,CEP55,0.0002498028005130069
511,SYT1,0.00024970300564925623
512,hsa-miR-146a-5p,0.00024968635689216436
513,KIF5B,0.00024967008291226214
514,hsa-miR-1226-5p,0.0002495127490406585
515,hsa-miR-6797-5p,0.0002493116026755863
516,PAK3,0.00024925572777600253
517,IRS1,0.0002492070478541346
518,RCOR1,0.0002489493286050269
519,AP1G1,0.00024864576574501837
520,DEK,0.000248628538888543
521,MYBL1,0.0002481942484366387
522,PPP1R12A,0.00024816904424594254
523,IFNAR2,0.0002480832455089204
524,LRP8,0.00024807716439746074
525,HNRNPA0,0.00024762675329945285
526,MYO9A,0.00024756030485638885
527,ATRX,0.0002473797390070465
528,HOXB3,0.00024714469412810203
529,FLT1,0.0002471175883149414
530,hsa-miR-942-5p,0.00024705950197324514
531,AKAP5,0.0002468641276174376
532,FANCA,0.0002468523461768187
533,RFC2,0.00024681969764148046
534,hsa-miR-452-5p,0.0002467115382010326
535,PPARGC1B,0.0002466420637156041
536,CUL3,0.00024644429162049063
537,HMGA2,0.0002464343514520505
538,hsa-miR-1914-5p,0.0002462313838420144
539,NR3C2,0.00024611672429271223
540,ESRRG,0.00024572721154115406
541,hsa-miR-548s,0.00024562127485346487
542,PRKG1,0.0002451295587189174
543,RAB11A,0.000244738224230701
544,DCUN1D1,0.0002446474342721593
545,CHEK2,0.0002444009186777751
546,SOCS6,0.00024409535965296615
547,RUNX2,0.00024388157448548687
548,hsa-miR-103a-2-5p,0.00024369908364627857
549,RABEP1,0.00024361518961107744
550,APBB2,0.00024322899579633426
551,HOXA10,0.0002428085137541345
552,YTHDC1,0.00024275308213174445
553,STK4,0.00024271084713372448
554,MACF1,0.00024239811287686127
555,BCL2L11,0.00024239716946634145
556,SNTB2,0.00024224672193092872
557,BHLHE41,0.00024145211656190172
558,SDC2,0.00024110955921777494
559,HMGA1,0.0002411017529011907
560,ZBTB33,0.00024072329015340676
561,NR2C2,0.0002406833921366742
562,hsa-miR-1307-5p,0.00024031726484834972
563,PDCD6IP,0.00024019177210742696
564,EXOC5,0.00023959190625341272
565,YES1,0.00023951486987831765
566,hsa-miR-296-5p,0.00023914299355248523
567,MEF2A,0.00023911472343722434
568,LIMA1,0.00023911098590109845
569,PIK3R3,0.00023906337974122018
570,NCOA3,0.00023900909784774845
571,NIPBL,0.00023889440324334097
572,PLXNA2,0.00023803549847521027
573,EGLN2,0.00023777960131800917
574,BPTF,0.0002377557248522963
575,ITM2B,0.00023770743280436294
576,LENG8,0.00023764704144954788
577,SORL1,0.00023762969279556638
578,NRIP1,0.00023759123450265506
579,TCEB3,0.00023741878755808625
580,hsa-miR-5001-5p,0.00023689783783377156
581,DMD,0.00023671252702601523
582,CHD1,0.00023666921516846243
583,PPARGC1A,0.0002366568251580713
584,RAB5B,0.00023638968266648168
585,MED13,0.00023635346410442844
586,hsa-miR-4999-5p,0.0002363358602152775
587,WASL,0.00023598521772667414
588,LASP1,0.0002359386365856486
589,KLF9,0.00023541164965101377
590,hsa-miR-188-5p,0.00023526774753994997
591,FGF7,0.0002348648525582082
592,hsa-miR-766-5p,0.0002339305727509146
593,hsa-miR-4728-5p,0.00023392732245677082
594,TRIP12,0.00023382984357402936
595,KPNA3,0.00023381459135607036
596,BCL11B,0.0002335583227027618
597,ARID2,0.00023344335904076298
598,TMPO,0.00023340423456697946
599,CCL7,0.00023288943243455473
600,IQGAP2,0.0002327557550477525
601,GIT2,0.0002322593727913111
602,TNIK,0.00023211572904466616
603,TNS1,0.00023194362155044062
604,MTMR9,0.0002319133103211877
605,RAI14,0.00023188304178873865
606,SLC4A7,0.0002315787805085097
607,hsa-miR-532-5p,0.000231561466857268
608,TK1,0.0002315412461819913
609,MYCN,0.00023147893728246174
610,FZD6,0.00023143167169353482
611,S1PR1,0.00023101252746370604
612,AHNAK,0.00023077523254981728
613,hsa-miR-589-5p,0.00023049179878565493
614,SEPHS1,0.00023041092074311216
615,CRY2,0.00023002892689309774
616,FASTK,0.00022993410521462756
617,UBASH3B,0.00022982643685112527
618,RNF111,0.00022970650300406745
619,TWIST1,0.00022967446189425954
620,TCF7L2,0.00022940123666534144
621,DACH1,0.00022922287581408899
622,MTF2,0.0002290678496973377
623,MTMR10,0.00022888135897464738
624,POU4F1,0.00022887564171277118
625,PBX3,0.00022886368809064796
626,CALD1,0.00022852777605361996
627,PCDH1,0.00022813727036824133
628,SIM2,0.00022812339027618634
629,hsa-miR-491-5p,0.00022810359876890935
630,ZNF148,0.00022792238247176618
631,PITPNM2,0.0002274861970646032
632,hsa-miR-3651,0.0002273236589693844
633,UBE2D3,0.00022732047061278047
634,CCNB1,0.00022724073042975737
635,GNAQ,0.000227226485758409
636,RACGAP1,0.00022720708100260945
637,hsa-miR-338-5p,0.00022718575143829185
638,PAX5,0.0002271479217455698
639,DDX17,0.0002267998283180524
640,F3,0.00022675512398570886
641,BACH1,0.00022666819914573933
642,DCP1A,0.00022654772789330378
643,NRP2,0.00022648552458555743
644,STK39,0.0002263709214578097
645,hsa-miR-7705,0.00022605087577912152
646,GHR,0.0002260045238724828
647,DUSP5,0.0002258057755855036
648,XRN1,0.00022577760160322685
649,ACVR1C,0.00022571956094673547
650,CANX,0.00022562109057605765
651,SNX9,0.00022527690535869936
652,HNRNPM,0.00022525558905689037
653,CCNT2,0.00022468280664921856
654,ERBB2IP,0.00022467719218232016
655,HIPK2,0.00022452164675344517
656,ARHGAP26,0.00022443822990384456
657,CBFA2T3,0.00022432671987417124
658,KAT2B,0.00022427058613032518
659,CADM1,0.00022401606320072471
660,WASF3,0.00022395568521586676
661,PAFAH1B1,0.00022387595087214226
662,KCMF1,0.00022381875102214075
663,FBN1,0.00022376581020792374
664,MYCBP,0.00022371258360841584
665,VEGFA,0.0002237006548264065
666,PPM1A,0.00022359989301783971
667,CUL2,0.00022313497901165725
668,NCOR1,0.0002229932570597772
669,BECN1,0.00022294403136424064
670,RAD23B,0.00022278427249368475
671,BIRC6,0.00022274807480413618
672,CXXC5,0.00022269313138328968
673,COL5A1,0.0002225694197541132
674,ERBB4,0.0002225539398157539
675,FOXN3,0.000222180149759386
676,ADAM12,0.0002221147152276281
677,hsa-miR-374c-5p,0.00022211391375026108
678,hsa-miR-215-5p,0.00022209791255735272
679,GATAD2B,0.00022202515466531294
680,PDE4D,0.00022197602176011303
681,RDX,0.00022186384066131133
682,SCN2A,0.000221265936919523
683,PCSK5,0.00022124957517424674
684,EPS15,0.0002212443213954027
685,SH3D19,0.00022119289871874202
686,SRCAP,0.00022111913004228253
687,KPNA1,0.00022088094551515956
688,MLLT10,0.00022081604125195298
689,hsa-miR-3652,0.00022065449055550163
690,hsa-miR-299-5p,0.0002206430684264508
691,hsa-miR-223-5p,0.00022060240340197632
692,VANGL1,0.0002205827911039875
693,SOCS1,0.00022057463653037061
694,hsa-miR-455-5p,0.00022054273810775743
695,ETV1,0.0002205116221386311
696,SUGT1,0.0002204630508605629
697,NFATC2,0.00022039320696588753
698,TCEB1,0.00022018186603776606
699,EIF4G3,0.00021993781387765572
700,PALLD,0.00021991480903257957
701,hsa-miR-7974,0.00021980352618311652
702,EFNB2,0.00021965657175137084
703,NBEA,0.0002193771777027707
704,HIP1,0.00021921751372998868
705,ZMYM2,0.00021911580167198471
706,RASA1,0.0002190575142327013
707,WASF2,0.00021904616090121206
708,PKN2,0.00021901072931924232
709,COPS2,0.0002186302945736313
710,PSME3,0.00021847250764590984
711,hsa-miR-151a-5p,0.00021814183672469396
712,hsa-miR-6832-5p,0.0002181274580928735
713,CBX3,0.00021757552254411428
714,NR2F2,0.00021744823246492496
715,hsa-miR-100-5p,0.00021727937961768515
716,DAPK1,0.00021725157136832604
717,SRGAP3,0.0002172452365961927
718,ZBTB43,0.00021723131526400443
719,PRLR,0.00021722222537718763
720,HSPD1,0.000217203206280999
721,DST,0.00021699706923345756
